id,subject,sender,YearMonth,received_time,IsRead
10870,EKO : Une histoire à l'italienne...,Woodbrass,202305,20230525_183056,True
10871,Enquête sur votre consommation TV - SFR,SFR par Médiamétrie,202305,20230525_183342,True
10872,"Natha', du nouveau dans votre voisinage !",Ensembl',202305,20230525_184932,True
10873,⏳ Vente flash: -25 % sur vos séjours d'été de 3 nuits et plus,ALL - Accor Live Limitless,202305,20230525_190457,True
10874,Guide 2023 : le jean,BonneGueule,202305,20230525_200715,True
10875,New release from lucavanlocke,Bandcamp,202305,20230525_210011,True
10876,New release from lucavanlocke,Bandcamp,202305,20230525_210248,True
10877,On lui fait sa fête,LE BHV MARAIS,202305,20230526_080121,True
10878,Dream Nation 2023 : focus sur les premiers  artistes du line-up ✨👀,Dream Nation,202305,20230526_082105,True
10879,Agence Principale Rueil-Malmaison,Laurence d'Agence Principale Rueil-Malmaison,202305,20230526_083414,True
10880,"⚠️ Storage warning: Bibrac, your Dropbox account is over capacity",Dropbox,202305,20230526_084040,False
10881,Trouvez un véhicule,Uber,202305,20230526_091525,True
10882,Votre course de vendredi matin en Uber,Reçu Uber,202305,20230526_091533,True
10883,New release from H33Records,Bandcamp,202305,20230526_093303,True
10884,"Flash SALE! Pendant 8 heures, des centaines de nouveaux motifs🚀",Aloha from Deer,202305,20230526_095622,True
10885,New message from Ismus,Bandcamp,202305,20230526_095707,True
10886,"New release from INSANE INDUSTRY, who brought you King Of The Party",Bandcamp,202305,20230526_100733,True
10887,*** Review ASAP: Your Dropbox has stopped syncing ***,Dropbox,202305,20230526_102419,True
10888,Notification,Linxo,202305,20230526_103416,True
10889,Notification,Linxo,202305,20230526_103515,True
10890,"New release from kneadedpains, who brought you Paro Hour",Bandcamp,202305,20230526_105556,False
10891,Bibrac Nathan,Piscine A.Sevestre,202305,20230526_113147,False
10892,New release from ÅMRTÜM,Bandcamp,202305,20230526_115903,True
10893,Synthèse hebdomadaire,Linxo,202305,20230526_130934,True
10894,🤔 Arturia releases a new Keylab Essential,Sanjay C,202305,20230526_143110,True
10895,"🚨 Nibr, n'oubliez pas vos -50% sur la livraison Mondial Relay !",leboncoin,202305,20230526_145516,True
10896,72Hours Remaining! Get ready to meet lofree flow,Lofree,202305,20230526_150149,True
10897,Notre Jogging revient mardi,ASPHALTE Homme,202305,20230526_151324,True
10898,"New release from Gomboc Records, who brought you Gomboc Satellite Transmission [GOMB45]",Bandcamp,202305,20230526_165603,True
10899,Free Course Now Available - Terraforming Kubernetes: Github Actions,Linode,202305,20230526_170548,True
10900,[Free Download] The Clouds Sample Pack☁,Luke from WavGrind,202305,20230526_171205,True
10901,En manque d’idées ?,Too Good To Go,202305,20230526_173730,True
10902,"Natha', du nouveau dans votre voisinage !",Ensembl',202305,20230526_182323,True
10903,🎾 Plongez au cœur de Roland-Garros !,L'Équipe,202305,20230526_182559,True
10904,CHÂTEAU PERCHÉ - Toutes nos équipes bénévoles sont complètes,Izzy,202305,20230526_185330,False
10905,🦁 Binance arrive en Normandie,Binance,202305,20230526_193432,True
10906,Save up to 70% Storewide during the UAD Half-Yearly Sale,Universal Audio,202305,20230526_202044,True
10907,50% OFF LALAL.AI Pro Pack!,noreply=lalal.ai@mg.lalal.ai,202305,20230526_235029,True
10908,New release from ЗБАЗУТ,Bandcamp,202305,20230527_010638,True
10909,"fraya971, le Xbox Game Pass Ultimate vous permet de réunir tous vos amis",Xbox,202305,20230527_030639,True
10910,"""AUNA AMP-H260 5.1 - Récepteur..."" et plus",Amazon.fr,202305,20230527_093631,True
10911,♻️ Objectif : Développement Durable,RHINOSHIELD,202305,20230527_100946,True
10912,🚨 Arnaques Whatsapp ! ⚠️,Binance,202305,20230527_102413,True
10913,Notification,Linxo,202305,20230527_102716,True
10914,"Empreinte carbone, Yann Arthus-Bertrand : découvrez Boussole #1 !",BNP Paribas,202305,20230527_103327,True
10915,Plus que quelques heures pour réserver vos places !,LE PANAME ART CAFE,202305,20230527_114321,True
10916,Plus que quelques jours pour passer au niveau supérieur,Club Rakuten,202305,20230527_114823,True
10917,BTF - Upside Down 🌟🔥,Butterfly,202305,20230527_120137,True
10918,Les scénarios noirs de l'armée Française,Cafeyn,202305,20230527_121126,True
10919,Uber Reserve vous amène à l'aéroport en toute simplicité 🛫,Uber,202305,20230527_130449,True
10920,Les news et surprises à gagner ! 🥳🎁,"Carla, Mapstr",202305,20230527_132216,True
10921,Vous savez déjà quoi offrir ?,hello@brief.me,202305,20230527_141107,True
10922,72Hours Remaining! Get ready to meet lofree flow,Lofree,202305,20230527_150100,True
10923,Dernière ligne droite avant les vacances !,ALL - Accor Live Limitless,202305,20230527_150719,True
10924,Un short de plus rejoint nos icônes 501®,Levi’s®,202305,20230527_160432,True
10925,Maintenant disponible sur Prime Video,Prime Video,202305,20230527_173633,True
10926,"Natha', du nouveau dans votre voisinage !",Ensembl',202305,20230527_173741,True
10927,Treat yourself. Try 5 of these.,Tumblr,202305,20230528_002951,True
10928,Des réductions allant jusqu’à 20% + une annulation sans frais!,hello@mail.looking4.com,202305,20230528_080120,True
10929,🎧 Podcasts | Nelson Monfort - L'art d'aller vers les autres et de poser des questions  ✨,Heroic People-Marc Baillet,202305,20230528_084439,True
10930,ASUS Geforce GTX 1050 TI...,Amazon.fr,202305,20230528_091746,True
10931,Nos trois incontournables livrés dès juillet !,ASPHALTE Homme,202305,20230528_100054,True
10932,La 1ère cause de panne sur la route des vacances est...,L'équipe Vroomly,202305,20230528_100338,True
10933,🎥 Replay Live sur les Meme Coins 🐕,Binance,202305,20230528_102355,True
10934,Confirmation de votre commande Google Play du 28 mai 2023,Google Play,202305,20230528_125034,True
10935,Courez avec nos partenaires ⌚🤩,adidas Runtastic,202305,20230528_141405,True
10936,"Natha', du nouveau dans votre voisinage !",Ensembl',202305,20230528_174821,True
10937,"n.bibrac, veut  20%?",Copees,202305,20230529_005802,True
10938,"fraya971, commencez à jouer pour profiter au maximum de tous les avantages du Xbox Game Pass Ultimate !",Xbox,202305,20230529_030645,True
10939,ASUS ProArt PA348CGV - Ecran...,Amazon.fr,202305,20230529_091223,False
10940,"Nathan, vous bénéficiez d'une promotion 🎉",Uber,202305,20230529_095847,True
10941,👉 Imp: 10 Seats extended for Certified AI&ML Blackbelt Plus Program,Liza from AnalyticsVidhya,202305,20230529_121245,False
10942,Des recensements à découvrir dans le Nord...,Filae.com - Magazine,202305,20230529_122247,True
10943,Vous avez de nouvelles alertes,Filae.com,202305,20230529_125114,True
10944,New message from Moments In Time,Bandcamp,202305,20230529_135848,True
10945,Save an Extra $25 with This Coupon,Universal Audio,202305,20230529_140041,True
10946,Le grand final de Succession,Prime Video,202305,20230529_141915,True
10947,Connexion à votre compte depuis un nouvel appareil,Crunchyroll,202305,20230529_144434,True
10948,"New release from Rewasted, who brought you Keep the Club Jumping",Bandcamp,202305,20230529_155537,True
10949,New message from Perc Trax,Bandcamp,202305,20230529_162031,True
10950,Ajout d'un nouveau bénéficiaire de virement,BNP PARIBAS,202305,20230530_090031,True
10951,7 bonnes raisons de venir au Festival Chilowé ✌️,Chilowé,202305,20230530_090134,True
10952,Evenements golfiques à venir,Sadone Envies,202305,20230530_093347,True
10953,Le retour du Jogging,ASPHALTE Homme,202305,20230530_100112,True
10954,Notification,Linxo,202305,20230530_103117,True
10955,BTF - Upside Down j-4 🌟🧚‍♀️,Butterfly,202305,20230530_112241,True
10956,Maroc à partir de 39 €* 🌞✈️,Transavia,202305,20230530_120413,True
10957,"Nathan, n’oubliez pas votre réduction 💚",Emma de Bolt,202305,20230530_133018,True
10958,«The Week» by François Bloch,payoff,202305,20230530_133534,True
10959,Save an Extra $25 with This Coupon,Universal Audio,202305,20230530_140014,True
10960,New Launch! The Outdoor Spotlights You'll Obsess Over,Govee,202305,20230530_140651,False
10961,Thanks for signing up with Govee!,Govee,202305,20230530_153353,False
10962,Demande de RIO,NO-REPLY@SERVICE.SFR.FR,202305,20230530_190007,True
10963,Confirmez votre proposition d’offre Bbox,Esp@ce Client Bouygues Telecom,202305,20230530_190808,False
10964,Votre commande est en cours de traitement,Esp@ce Client Bouygues Telecom,202305,20230530_191103,True
10965,"Votre bon de commande est arrivé, NATHAN",Esp@ce Client Bouygues Telecom,202305,20230530_191124,False
10966,Votre facture de frais de mise en service,Esp@ce Client Bouygues Telecom,202305,20230530_191936,True
10967,Votre code de confirmation Twitter est j5gskf2h.,Twitter,202305,20230531_040706,True
10968,Alerte de sécurité : nouvelle connexion ou connexion inhabituelle à Twitter,Twitter,202305,20230531_041006,True
10969,Nouvelle connexion à Twitter depuis 9.34.3 sur iPad,Twitter,202305,20230531_041024,True
10970,Final Call! Only 8 seats left for BlackBelt+ Program at Flat 15% Off,Liza from AnalyticsVidhya,202305,20230531_042037,True
10971,Annonce Sapiance - FINANCE MANAGER H-F.pdf,Tanguy Poitevin,202305,20230531_054706,True
10972,⭕ Attention: your Dropbox has stopped syncing,Dropbox,202305,20230531_102153,True
10973,Iconique à travers les générations : version Parents.,Levi’s®,202305,20230531_115632,True
10974,Astropolis : le compte à rebours est lancé 🕘🔥,SHOTGUN,202305,20230531_120120,True
10975,LAST CHANCE to Save 50%!,noreply=lalal.ai@mg.lalal.ai,202305,20230531_120805,True
10976,Chef de projet SI Senior - Paris - Client Final,Stella Godinat,202305,20230531_121914,False
10977,Trouve ton bonheur ce week-end au Glazart 👋,GLAZART,202305,20230531_123125,True
10978,"Votre clé 4G est en route, NATHAN",Esp@ce Client Bouygues Telecom,202305,20230531_132100,True
10979,"Double your UAD Custom Bundle, save up to 75%!",Universal Audio,202305,20230531_140100,True
10980,🔎 Zoom sur les actus ciné de juin,Le Mag by UGC,202305,20230531_142036,True
10981,💗 We did it!  Fully Funded on Kickstarter!,Lofree,202305,20230531_150235,True
10982,Votre Bbox est en route !,Esp@ce Client Bouygues Telecom,202305,20230531_155919,True
10983,Cours de sport et lutte contre le tabagisme,bonjour@ensembl.fr,202305,20230531_160044,True
10984,New message from SAPHIR RIP,Bandcamp,202305,20230531_174011,True
10985,🎹 Native Instruments : 50% sur KOMPLETE 14  !,Woodbrass,202305,20230531_180213,True
10986,New release from Folcoch,Bandcamp,202305,20230531_193948,True
10987,Uber & You,Uber,202305,20230531_194933,True
10988,[€138 Off] Last Chance,DataCamp,202305,20230531_205041,True
10989,State of the API survey extended! A PS5 or Steam Deck could be yours,The Postman Team,202305,20230531_214618,True
10990,"New release from Jahanam, who brought you Mama L'auto",Bandcamp,202305,20230531_233052,True
10991,Votre code à usage unique,Équipe des comptes Microsoft,202305,20230531_234700,False
10992,Sélection fête des pères,BonneGueule,202306,20230601_071308,True
10993,"New release from INSANE INDUSTRY, who brought you King Of The Party",Bandcamp,202306,20230601_080738,True
10994,Nouveau : les premiers recensements de la Gironde !,Filae.com - Magazine,202306,20230601_085752,True
10995,Les GR® les plus sauvages de France 🥾,Chilowé,202306,20230601_090136,True
10996,ASUS Zenbook 14...,Amazon.fr,202306,20230601_094546,True
10997,Maintenance Service Linxo,Linxo Info,202306,20230601_100336,True
10998,-30% tous les 5 trajets en juin,Uber,202306,20230601_100632,True
10999,Notification,Linxo,202306,20230601_103715,True
11000,Gagnez 80 € pour chaque ami qui s'inscrit à Revolut 💰,Revolut,202306,20230601_104341,True
11001,Vous disposez de nouveaux documents,LCL INFO,202306,20230601_112605,True
11002,🎁 1 place offerte,UGC,202306,20230601_121028,True
11003,Découvrez combien vous avez économisé sur vos courses du mois dernier 🤩,Uber,202306,20230601_121124,True
11004,Planifiez votre prochain déplacement professionnel à l'avance,Uber,202306,20230601_122146,True
11005,Améliorer l’expérience formation de nos étudiants grâce à la taxe d’apprentissage,Pôle Léonard de Vinci (EMLV-ESILV-IIM-De Vinci Executive Education),202306,20230601_131417,False
11006,Synthèse mensuelle,Linxo,202306,20230601_132852,True
11007,Bibrac Nathan,Piscine A.Sevestre,202306,20230601_141854,True
11008,Votre colis BOUYGUES TELECOM est arrivé,Relais Colis,202306,20230601_143140,False
11009,SECTEURS : Travailler dans l’AGROALIMENTAIRE ? 6 managers témoignent !,Margot du Monde des Grandes Ecoles et Universités,202306,20230601_150416,True
11010,Qui portera la Flamme ? 🔥,Club Paris 2024,202306,20230601_150442,True
11011,Profitez de ces titres Gold exceptionnels ce mois-ci !,Xbox,202306,20230601_151019,True
11012,Votre code de confirmation Twitter est f8i7z286.,Twitter,202306,20230601_154420,True
11013,Des réductions allant jusqu’à 20% + une annulation sans frais!,hello@mail.looking4.com,202306,20230601_160117,True
11014,New message from Gomboc Records,Bandcamp,202306,20230601_160618,True
11015,"New release from Tx Records, who brought you Flesh Wound",Bandcamp,202306,20230601_163127,True
11016,Jeu Zelda Tears Of The Kingdom et autres biens les plus demandés 🔍 de la semaine,leboncoin,202306,20230601_170906,True
11017,exclusive free packs!🔥 (about to take these down),Luke 'going soon' from WavGrind,202306,20230601_171348,True
11018,[HF MUSIC STUDIO] : Votre prochaine réservation,notifications@quickstudio.com,202306,20230601_171830,True
11019,[HF MUSIC STUDIO] : Votre prochaine réservation,notifications@quickstudio.com,202306,20230601_171848,True
11020,[HF MUSIC STUDIO] : Votre prochaine réservation,notifications@quickstudio.com,202306,20230601_171907,True
11021,Envie de se faire un ciné ?,BNP Paribas,202306,20230601_173243,True
11022,"Huge iX-Storj Giveaway, TrueNAS CORE 13.0-U5 Release, and More!",iX | TrueNAS,202306,20230601_180657,True
11023,"Natha', du nouveau dans votre voisinage !",Ensembl',202306,20230601_182020,True
11024,Découvrez 10 exemples de réussites basées sur les données,Amazon Web Services,202306,20230601_192242,True
11025,J-2 BTF -  Upside Down 🌟🔥,Butterfly,202306,20230601_192604,True
11026,"⏳ Notre promo d'été -25 % se termine demain, Nathan",ALL - Accor Live Limitless,202306,20230601_200304,True
11027,Merguez Tuning Show | Dernière chance pour une place de parking,Merguez Tuning Show,202306,20230601_201234,False
11028,New release from UNDER HELL,Bandcamp,202306,20230601_202920,True
11029,Vélib’ Métropole : votre Vélib’ a bien été restitué,info-abonnement@velib-metropole.fr,202306,20230601_213524,True
11030,"New release from kneadedpains, who brought you Paro Hour",Bandcamp,202306,20230601_220502,True
11031,🤔 FAQ About Lofree Flow,Lofree,202306,20230601_230016,True
11032,Vélib’ Métropole : votre Vélib’ a bien été restitué,info-abonnement@velib-metropole.fr,202306,20230601_230150,True
11033,"New release from Bipolar Disorder Rec., who brought you Hardcore (Bours? remix)",Bandcamp,202306,20230601_230816,True
11034,We're Back in Action | KARA-FRANCE vs ALBAZI,UFC,202306,20230602_005634,True
11035,Unlock 30+ UAD plug-ins for pennies.,Universal Audio,202306,20230602_012225,True
11036,Votre code de confirmation Twitter est 4qmutsi2.,Twitter,202306,20230602_015617,True
11037,Alerte de sécurité : nouvelle connexion ou connexion inhabituelle à Twitter,Twitter,202306,20230602_015904,True
11038,Nouvelle connexion à Twitter depuis 9.34.3 sur iPad,Twitter,202306,20230602_015906,True
11039,Everything 49.99€ OR 74.99€ | Choose Your Favorites and Save,Govee,202306,20230602_020431,True
11040,Vélib’ Métropole : votre Vélib’ a bien été restitué,info-abonnement@velib-metropole.fr,202306,20230602_054634,True
11041,New release from H33Records,Bandcamp,202306,20230602_074848,True
11042,📁 RE: your Dropbox is no longer syncing,Dropbox,202306,20230602_084847,True
11043,Trouvez l'ordinateur portable dont vous avez besoin,Amazon.fr,202306,20230602_090339,True
11044,Une offre chargée à bloc uniquement sur midas.fr,Midas,202306,20230602_092907,True
11045,J-2 : La Musique du Jardin 🎻,La Ferme du Bonheur,202306,20230602_110515,True
11046,New release from ЗБАЗУТ,Bandcamp,202306,20230602_111552,True
11047,"New release from Perc Trax, who brought you Look What Your Love Has Done To Me (Perc VIP Mix)",Bandcamp,202306,20230602_112132,True
11048,Vous disposez de nouveaux documents,LCL INFO,202306,20230602_112256,True
11049,New release from Expel Your Demons,Bandcamp,202306,20230602_112748,True
11050,Nous avons bien prévu de conserver votre numéro fixe,Esp@ce Client Bouygues Telecom,202306,20230602_113625,True
11051,🎾 Une terre sans Bleus,L'Équipe,202306,20230602_114431,True
11052,New message from Perc Trax,Bandcamp,202306,20230602_121149,True
11053,"New release from Maison Close, who brought you Lacchesi, Krl Mx - Tristesse Vitesse",Bandcamp,202306,20230602_123005,True
11054,Synthèse hebdomadaire,Linxo,202306,20230602_125618,True
11055,"becoolbibrac, rejoignez-nous pour le mois des fiertés 🏳️‍🌈",Twitch,202306,20230602_133802,True
11056,"Nathan, vendredi sous le soleil de MEOW ! ☀️",Roméo Meow,202306,20230602_140228,True
11057,🎵LAVA DAY : Eddie Purple au Woodbrass Store !,Woodbrass,202306,20230602_140556,True
11058,😮 Spatial Mixing with Jonathan Morrison!,Sanjay C,202306,20230602_142615,True
11059,"Alumni Awards, marathon gaming, conférence, afterwork...",Devinci Alumni,202306,20230602_143150,False
11060,Notre sélection de festivals : livraison spécial été 💌☀️,SHOTGUN,202306,20230602_144111,False
11061,Un T-Shirt Ultime à 5€ ? Merci mais non merci.,ASPHALTE Homme,202306,20230602_151159,True
11062,Votre colis BOUYGUES TELECOM est arrivé,Relais Colis,202306,20230602_155133,False
11063,"NATHAN, Netflix Standard avec Pub et Bouquet Famille à 5E99/mois : le bon plan à ne pas zapper !",SFR,202306,20230602_155240,True
11064,Dans le vestiaire de Kevin Tips Style,BonneGueule,202306,20230602_160042,True
11065,Ahmed Sparrow à l'Européen ! Réservez vite vos places,LE PANAME ART CAFE,202306,20230602_173918,True
11066,"Natha', du nouveau dans votre voisinage !",Ensembl',202306,20230602_173926,True
11067,"we still on, Nathan?",Luke 'we on?' from WavGrind,202306,20230602_175034,True
11068,La sécurité passe avant tout,Uber,202306,20230602_180413,True
11069,Newsletter | Vibrer au rythme de Nuit Blanche,Vélib' Métropole,202306,20230602_184720,True
11070,Amazon Web Services Billing Statement Available,Amazon Web Services,202306,20230602_191334,True
11071,New items from Trym,Bandcamp,202306,20230602_192946,True
11072,Votre commande de vendredi soir avec Uber Eats,Reçu Uber,202306,20230602_193609,True
11073,🚀 Level Up Your Career: IT Business Analyst Role at Arηs Consulting in Luxembourg,Antonio D. Pérez 🚀🤖,202306,20230602_195048,True
11074,Confirmation de votre rdv lundi 05 juin 2023 à 12:30 | Les Belles Barbes,Mon RDV,202306,20230602_212245,False
11075,Check out Hands on review of the Flow,Lofree,202306,20230602_230025,True
11076,SFR & Moi : SFR vous accompagne dans le transfert de votre ligne,A propos de votre Ligne Fixe,202306,20230603_004410,True
11077,Nuit Blanche : l'événement à ne pas rater ! 🌃,"Carla, Mapstr",202306,20230603_023554,True
11078,Regardez ce qui vient d’arriver,Levi’s®,202306,20230603_083050,True
11079,New message from INSANE INDUSTRY,Bandcamp,202306,20230603_085137,True
11080,🎹 Universal Audio : MICRO SPHERE OFFERT,Woodbrass,202306,20230603_090419,True
11081,Les villages les plus incroyables de France,Cafeyn,202306,20230603_090546,True
11082,Cassandra Martin vous a invité(e) à vous abonner à une page la semaine dernière,invitations@linkedin.com,202306,20230603_090815,True
11083,Nouveau message pour les membres Prime : votre accès à un cadeau spécial est ici,Amazon.fr,202306,20230603_092351,True
11084,|NMLS| recommends another download for you,Hypeddit,202306,20230603_094915,True
11085,"Hi Bibrac, we noticed a new sign in to your Dropbox account",Dropbox,202306,20230603_101424,True
11086,Reset your password,Beatport,202306,20230603_102806,False
11087,Merci !,Bandcamp / Nobody,202306,20230603_102913,True
11088,Merci !,Bandcamp / DSR Digital,202306,20230603_102932,True
11089,"Nathan, Here is your order receipt",Beatport,202306,20230603_104216,True
11090,Notification,Linxo,202306,20230603_104516,True
11091,"Nathan, Here is your order receipt",Beatport,202306,20230603_105249,True
11092,"Nathan, Here is your order receipt",Beatport,202306,20230603_110542,True
11093,Vélib’ Métropole : votre Vélib’ a bien été restitué,info-abonnement@velib-metropole.fr,202306,20230603_124018,True
11094,"New release from Menuise Records, who brought you Track About Bad Cops",Bandcamp,202306,20230603_133901,True
11095,Vélib’ Métropole : votre Vélib’ a bien été restitué,info-abonnement@velib-metropole.fr,202306,20230603_142105,True
11096,Vélib’ Métropole : votre Vélib’ a bien été restitué,info-abonnement@velib-metropole.fr,202306,20230603_173144,True
11097,Votre reçu Nº 1187621972,Xsolla,202306,20230603_173209,False
11098,"Natha', du nouveau dans votre voisinage !",Ensembl',202306,20230603_174206,True
11099,Maintenant disponible sur Prime Video,Prime Video,202306,20230603_181535,True
11100,"New release from Rave Alert, who brought you PUSH UP EP",Bandcamp,202306,20230603_185527,True
11101,Need distractions? Try these on us.,Tumblr,202306,20230603_234953,True
11102,New login on Instagram from Firefox on Windows,Instagram,202306,20230604_004213,True
11103,Des réductions allant jusqu’à 20% + une annulation sans frais!,hello@mail.looking4.com,202306,20230604_080017,True
11104,Voici l’édition Convertible.,Levi’s®,202306,20230604_080545,True
11105,C’est parti pour la Vente de Stock de juin,ASPHALTE Homme,202306,20230604_100143,True
11106,Coques et accessoires MagSafe 🧲,RHINOSHIELD,202306,20230604_100745,True
11107,Votre facture Bouygues Telecom est disponible,Esp@ce Client Bouygues Telecom,202306,20230604_120342,True
11108,"🌎💚 Ensemble, bougeons pour la planète !",adidas Runtastic,202306,20230604_140321,True
11109,"Avignon, Le Grau-du-Roi ou Hyères pour vos prochaines vacances ?",leboncoin,202306,20230604_151128,True
11110,"Natha', du nouveau dans votre voisinage !",Ensembl',202306,20230604_174420,True
11111,"n.bibrac, veut  20%?",Copees,202306,20230605_010056,True
11112,«The Week» by François Bloch,payoff,202306,20230605_095924,True
11113,⏰ Plus que 24h : Profitez de 80€ offerts,Linxo info,202306,20230605_101659,True
11114,Universal Audio : offre sur les plug-ins !,Woodbrass,202306,20230605_103117,True
11115,Expertise in 23+ Tools: Certified AI&ML BlackBelt Plus Program.,Analytics Vidhya,202306,20230605_110314,True
11116,Rappel : votre colis BOUYGUES TELECOM vous attend,Relais Colis,202306,20230605_111039,True
11117,Rappel : votre colis BOUYGUES TELECOM vous attend,Relais Colis,202306,20230605_111248,True
11118,Summer Training 2023 - Groupe 5/6,Paris cheerleaders,202306,20230605_113717,True
11119,Summer Trainings 2023 - Coed Stunt,Paris cheerleaders,202306,20230605_114612,True
11120,Vous avez de nouvelles alertes,Filae.com,202306,20230605_125708,True
11121,Recensements : du nouveau en Bourgogne !,Filae.com - Magazine,202306,20230605_133928,True
11122,'The Idol' est arrivée,Prime Video,202306,20230605_142447,True
11123,PARIS - NOUS SOMMES DE RETOUR !,UFC,202306,20230605_143147,True
11124,New message from Gomboc Records,Bandcamp,202306,20230605_161227,True
11125,Hiroko Yamamura on the inclusivity of dance music,BOILER ROOM,202306,20230605_163423,True
11126,New message from MORC,Bandcamp,202306,20230605_163902,True
11127,"New release from MORC, who brought you Viper Diva - Born To Be Slytherin (ACOR Edit) - remastered",Bandcamp,202306,20230605_164306,True
11128,Votre commande de lundi après-midi avec Uber Eats,Reçu Uber,202306,20230605_170711,True
11129,"New release from Reckless Rec, who brought you RCKLSS006 - WEST COAST LOVE",Bandcamp,202306,20230605_171906,True
11130,"Natha', du nouveau dans votre voisinage !",Ensembl',202306,20230605_173740,True
11131,Sous-vêtements pour vivre à l’aise,Levi’s®,202306,20230605_173852,True
11132,Découvrez Notion pour gérer vos projets,Ivan Zhao,202306,20230605_174928,True
11133,"New release from SAPHIR RIP, who brought you Love Hoes",Bandcamp,202306,20230605_175014,True
11134,"FWD: you might want to look at this, Nathan...",Luke 'check it' from WavGrind,202306,20230605_175135,True
11135,«The Week» – Produkt in Zeichnung by François Bloch,payoff,202306,20230605_175401,True
11136,Les arnaques à l'investissement et comment les repérer 🔍,Revolut,202306,20230605_183640,True
11137,"fraya971, plus que quelques jours à attendre avant le Xbox Games Showcase suivi du Starfield Direct le 11 juin !",Xbox,202306,20230605_232822,True
11138,Special message: We'll give you additional storage if you invite a friend,Dropbox,202306,20230606_015939,True
11139,🎉Save Up to 40% on Gifts for Dad,Govee,202306,20230606_020423,True
11140,View your Snapchat messages!,Team Snapchat,202306,20230606_070936,True
11141,Vente archives : - 30% sur une sélection de pièces,BonneGueule,202306,20230606_090143,True
11142,"Même Chemise Idéale, nouvelles couleurs",ASPHALTE Homme,202306,20230606_100045,True
11143,614505 : votre code de vérification Doctolib,Doctolib,202306,20230606_101745,True
11144,RDV confirmé le mardi 06 juin 2023 à 16h00,Doctolib,202306,20230606_102000,True
11145,Notification,Linxo,202306,20230606_104416,True
11146,Vélib’ Métropole : Votre abonnement expire dans 2 jours,info-abonnement@velib-metropole.fr,202306,20230606_110033,False
11147,"🌍 Votre récapitulatif de mai, Nathan",Google Maps Timeline,202306,20230606_110140,True
11148,📦 Votre avis sur votre livraison Relais Colis nous intéresse !,Avis Vérifiés,202306,20230606_112245,False
11149,Vélib’ Métropole : mot de passe oublié,info-abonnement@velib-metropole.fr,202306,20230606_120501,False
11150,Les Jours Picard&Nous sont de retour !,Picard & Nous,202306,20230606_121100,True
11151,New release from Prax,Bandcamp,202306,20230606_122256,True
11152,"Nathan, essayez nos trajets de qualité à petit prix ! ⭐",Emma de Bolt,202306,20230606_134759,True
11153,"produce tracks with me, Nathan❗️","9,000 royalty free samples",202306,20230606_144325,True
11154,Synechron opportunity !,Milana Dragoljevic,202306,20230606_175600,True
11155,Our program goes live 🍿,Viva Technology,202306,20230606_180243,True
11156,Woodbrass Stores : Promos sur les modèles d'expo 💥,Woodbrass,202306,20230606_180527,True
11157,"Natha', du nouveau dans votre voisinage !",Ensembl',202306,20230606_181722,True
11158,Miss the first two sessions of Terraforming Kubernetes?,Linode,202306,20230606_202512,True
11159,New release from Magben,Bandcamp,202306,20230606_202945,True
11160,New release from Magben,Bandcamp,202306,20230606_211002,True
11161,"Nathan, gagnez vos places pour vivre Paris 2024 !",ALL - Accor Live Limitless,202306,20230606_211447,True
11162,New release from Magben,Bandcamp,202306,20230606_212719,True
11163,New Course: Feature Engineering in R,DataCamp Insights,202306,20230606_214754,True
11164,Transports : toutes les nouveautés dans votre département,Île-de-France Mobilités,202306,20230607_002105,True
11165,Don't Miss TUF 31 TODAY | Watch Live,UFC,202306,20230607_021531,True
11166,New releases from Magben,Bandcamp,202306,20230607_035105,True
11167,An important update about your Instagram account settings,Instagram,202306,20230607_065952,True
11168,Reset your password,Instagram,202306,20230607_072633,False
11169,Your Instagram password has been changed,Instagram,202306,20230607_072800,True
11170,Merci !,Bandcamp / SAEED,202306,20230607_092926,True
11171,Merci !,Bandcamp / INSANE INDUSTRY,202306,20230607_092932,True
11172,Merci !,Bandcamp / SveTec,202306,20230607_092935,True
11173,Merci !,Bandcamp / Insolent Rave Records,202306,20230607_092941,True
11174,"Nathan, Here is your order receipt",Beatport,202306,20230607_093047,True
11175,Votre commande sur Omny Lab est maintenant terminée,Omny Lab,202306,20230607_093607,False
11176,Votre commande sur Omny Lab est maintenant terminée,Omny Lab,202306,20230607_094432,True
11177,Votre commande sur Omny Lab est maintenant terminée,Omny Lab,202306,20230607_094633,True
11178,Notification,Linxo,202306,20230607_103420,True
11179,Un cadeau pour préparer la fête de la musique !,Woodbrass,202306,20230607_104334,True
11180,"New release from Rave Alert, who brought you PUSH UP EP",Bandcamp,202306,20230607_130751,True
11181,JEU EXCLUSIF 👖✨,Levi’s® Red Tab™,202306,20230607_142955,True
11182,your next sample pack (have a listen),Luke from WavGrind,202306,20230607_145420,True
11183,Votre course de mercredi après-midi en Uber,Reçu Uber,202306,20230607_155919,True
11184,Jardin de quartier et alerte canicule,bonjour@ensembl.fr,202306,20230607_160044,True
11185,"Backstage Membership, Latest Event & More! ❤️‍🔥",OBSCUUR Records,202306,20230607_162344,True
11186,"New release from INSANE INDUSTRY, who brought you Very Rude EP",Bandcamp,202306,20230607_163642,True
11187,[Dernier rappel] Enquête sur votre consommation TV - SFR,SFR par Médiamétrie,202306,20230607_173508,True
